node2	node1	estimate	edges
X92	X63	-9.41514504118746e-15	X63-X92
X92	X64	-2.7287320173388922e-15	X64-X92
X92	X65	-4.532144492900833e-15	X65-X92
X92	X69	6.92154072700241e-16	X69-X92
X92	X7	-3.119363348865392e-15	X7-X92
X92	X70	3.4525718681562992e-15	X70-X92
X92	X71	4.640043305184174e-14	X71-X92
X92	X72	-9.236631933845045e-16	X72-X92
X92	X75	-4.278662506298386e-15	X75-X92
X92	X76	-4.631656466054441e-15	X76-X92
X92	X77	3.577695043779599e-16	X77-X92
X92	X78	-3.4816844201004597e-16	X78-X92
X92	X80	-6.1397610838437634e-15	X80-X92
X92	X81	-2.3402117331721196e-15	X81-X92
X92	X84	1.0584897474402758e-14	X84-X92
X92	X85	9.85596129714166e-16	X85-X92
X92	X86	-1.7874179431438846e-15	X86-X92
X92	X87	-3.3351769870108144e-15	X87-X92
X92	X88	9.021554108221029e-15	X88-X92
X92	X89	3.0274707608613274e-15	X89-X92
X92	X9	2.630829265444549e-15	X9-X92
X92	X90	4.521273962915984e-15	X90-X92
X92	X91	2.545938780826163e-15	X91-X92
X92	X92	0.9999999999999982	X92-X92
X92	X95	-1.5907632570237192e-15	X95-X92
X93	X1	-1.730584043744337e-16	X1-X93
X93	X10	-1.0630432077579241e-16	X10-X93
X93	X15	-2.065732222489962e-16	X15-X93
X93	X17	-1.2173225003668856e-16	X17-X93
X93	X18	-1.0348082130275333e-16	X18-X93
X93	X19	-1.561696551473776e-16	X19-X93
X93	X2	5.88037973892604e-17	X2-X93
X93	X23	3.637148354742048e-16	X23-X93
X93	X29	2.91445594644331e-16	X29-X93
X93	X30	-2.9311349122584237e-16	X30-X93
X93	X31	4.061906287975618e-17	X31-X93
X93	X33	1.8918258153914314e-16	X33-X93
X93	X34	-5.8976795218445474e-18	X34-X93
X93	X35	-2.3116023611553314e-16	X35-X93
X93	X38	-1.9701163053802443e-16	X38-X93
X93	X39	-9.896915355796552e-17	X39-X93
X93	X42	6.149383344081277e-17	X42-X93
X93	X43	-2.6999685990164376e-16	X43-X93
X93	X45	-1.2216168656872992e-16	X45-X93
X93	X46	1.035184402473105e-16	X46-X93
X93	X47	1.6016778669360555e-16	X47-X93
X93	X48	1.9496873251431339e-16	X48-X93
X93	X49	-2.697680333118256e-17	X49-X93
X93	X50	2.543066820784473e-18	X50-X93
X93	X51	-1.338486542336273e-16	X51-X93
X93	X52	-8.68959420019624e-17	X52-X93
X93	X54	-9.005216275573168e-17	X54-X93
X93	X56	2.7658518729900594e-16	X56-X93
X93	X57	-7.620266050315877e-17	X57-X93
X93	X61	-8.540535925753329e-17	X61-X93
X93	X66	2.3447477559860814e-16	X66-X93
X93	X67	1.2216825361164826e-16	X67-X93
X93	X68	7.483285774832876e-17	X68-X93
X93	X69	1.6807359504769602e-16	X69-X93
X93	X7	-1.0434620026022691e-16	X7-X93
X93	X70	-1.21614402397479e-16	X70-X93
X93	X71	3.345819711144914e-16	X71-X93
X93	X72	-1.0255479185606847e-17	X72-X93
X93	X74	-9.07303275160558e-16	X74-X93
X93	X76	6.207820238019577e-17	X76-X93
X93	X77	4.7994387116078256e-17	X77-X93
X93	X78	1.485438894052374e-18	X78-X93
X93	X81	-5.372093862527162e-17	X81-X93
X93	X88	1.1431249773443425e-16	X88-X93
X93	X89	-6.393773507724618e-17	X89-X93
X93	X91	-8.707647252662595e-18	X91-X93
X93	X93	0.9999999999999974	X93-X93
X93	X94	6.036755101633733e-17	X94-X93
X94	X1	2.3136156031255906e-16	X1-X94
X94	X10	6.827379152066859e-16	X10-X94
X94	X13	-1.3993528719349851e-15	X13-X94
X94	X15	-6.061579184095421e-15	X15-X94
X94	X16	5.312359314128299e-16	X16-X94
X94	X17	-5.742329920374631e-16	X17-X94
X94	X18	-1.6090155287821687e-16	X18-X94
X94	X21	2.931432877113997e-16	X21-X94
X94	X22	2.1033314757413398e-16	X22-X94
X94	X23	-2.432004442094277e-16	X23-X94
X94	X24	4.0284602762505634e-17	X24-X94
X94	X25	-3.366866581532337e-15	X25-X94
X94	X26	-2.8854122813098567e-17	X26-X94
X94	X28	-3.706920090395962e-16	X28-X94
X94	X3	-1.8994995798380277e-16	X3-X94
X94	X30	-2.491553500371062e-16	X30-X94
X94	X32	-4.499788236269536e-16	X32-X94
X94	X33	6.867709342702586e-16	X33-X94
X94	X34	-8.921741622256628e-18	X34-X94
X94	X37	4.73093519564591e-16	X37-X94
X94	X40	7.883779438781434e-17	X40-X94
X94	X42	-5.950227492363218e-17	X42-X94
X94	X43	3.673824450006659e-16	X43-X94
X94	X48	-3.799888430213619e-16	X48-X94
X94	X49	-9.567980716090967e-17	X49-X94
X94	X51	2.147647557694319e-16	X51-X94
X94	X52	2.584546121792276e-16	X52-X94
X94	X53	9.988685823102201e-18	X53-X94
X94	X56	5.356979474977798e-16	X56-X94
X94	X58	5.0147289092698674e-17	X58-X94
X94	X60	-1.0747149725869762e-16	X60-X94
X94	X61	-6.783480979861872e-17	X61-X94
X94	X62	-4.3311429787039457e-16	X62-X94
X94	X66	-4.041870728421537e-16	X66-X94
X94	X72	-1.0500678544764843e-16	X72-X94
X94	X75	-4.812346561780692e-16	X75-X94
X94	X76	-1.2387705842881276e-16	X76-X94
X94	X78	2.5450713892900654e-18	X78-X94
X94	X79	5.069145349836029e-16	X79-X94
X94	X8	-1.0846654296772469e-16	X8-X94
X94	X81	-2.433819981943923e-16	X81-X94
X94	X85	8.112638590224879e-17	X85-X94
X94	X89	8.422723498376064e-16	X89-X94
X94	X9	2.3228794089843166e-16	X9-X94
X94	X90	4.114086893751635e-16	X90-X94
X94	X94	0.9999999999999951	X94-X94
X95	X1	-7.73500644973851e-16	X1-X95
X95	X10	-6.433177160044918e-15	X10-X95
X95	X100	9.198415637629608e-18	X100-X95
X95	X11	1.6548410921949966e-17	X11-X95
X95	X12	9.78964402763723e-16	X12-X95
X95	X13	1.828251625063745e-14	X13-X95
X95	X14	2.338658955217143e-15	X14-X95
X95	X15	-4.8875419208483644e-14	X15-X95
X95	X17	1.698486649559819e-14	X17-X95
X95	X19	-9.490844499747774e-16	X19-X95
X95	X2	2.0428278820915307e-15	X2-X95
X95	X20	9.01210226608504e-16	X20-X95
X95	X21	1.0021527056743461e-15	X21-X95
X95	X22	-3.763201398463325e-16	X22-X95
X95	X24	-3.7328594658443635e-17	X24-X95
X95	X25	-5.562383619654712e-16	X25-X95
X95	X26	2.731185121807962e-17	X26-X95
X95	X27	-4.756901160230912e-16	X27-X95
X95	X29	3.165010357510725e-15	X29-X95
X95	X3	1.1980070497605082e-15	X3-X95
X95	X31	-7.0484719147336655e-17	X31-X95
X95	X32	3.8215023695446764e-16	X32-X95
X95	X33	2.4064332845753534e-16	X33-X95
X95	X35	2.0775561858793178e-16	X35-X95
X95	X39	3.657106241200916e-16	X39-X95
X95	X40	-8.576625255791829e-16	X40-X95
X95	X42	-7.875456365250012e-17	X42-X95
X95	X44	-6.270432175248022e-18	X44-X95
X95	X5	-1.8271025757360173e-16	X5-X95
X95	X55	-3.457758687060976e-17	X55-X95
X95	X6	-3.5759558268396553e-17	X6-X95
X95	X60	6.707759996487571e-17	X60-X95
X95	X61	4.556507095897833e-17	X61-X95
X95	X64	-5.544055926393325e-15	X64-X95
X95	X66	1.7386033724856172e-15	X66-X95
X95	X68	-2.030287553205479e-16	X68-X95
X95	X75	-3.5993633369018975e-15	X75-X95
X95	X82	8.021336881807454e-16	X82-X95
X95	X83	3.711444402685324e-16	X83-X95
X95	X86	-4.917477181608842e-17	X86-X95
X95	X9	-2.5101576771170316e-16	X9-X95
X95	X91	1.6200189924451497e-17	X91-X95
X95	X92	-3.4043472184667587e-17	X92-X95
X95	X94	1.2908670808172777e-16	X94-X95
X95	X95	0.9999999999999961	X95-X95
X95	X96	-1.3645080825278435e-16	X96-X95
X96	X1	-1.797949726841687e-16	X1-X96
X96	X10	2.7049571829167777e-16	X10-X96
X96	X100	1.4222818070721775e-18	X100-X96
X96	X11	1.1295915876929765e-16	X11-X96
X96	X12	2.9498937181219027e-17	X12-X96
X96	X13	-9.474610243200206e-17	X13-X96
X96	X14	1.0070497280809662e-15	X14-X96
X96	X16	8.033338956686115e-16	X16-X96
X96	X18	-1.0533035417099467e-16	X18-X96
X96	X20	7.910701372453509e-17	X20-X96
X96	X21	-2.1866331931693864e-16	X21-X96
X96	X22	-1.3045661420926057e-16	X22-X96
X96	X25	1.431339086337995e-16	X25-X96
X96	X27	1.4732920206850853e-16	X27-X96
X96	X28	-1.395561537705363e-16	X28-X96
X96	X29	2.7301474250524973e-16	X29-X96
X96	X3	6.416744119929617e-17	X3-X96
X96	X31	2.213952055652458e-16	X31-X96
X96	X32	1.9270926099029488e-16	X32-X96
X96	X33	-4.2566956933014093e-16	X33-X96
X96	X35	3.8321405677093113e-16	X35-X96
X96	X36	2.1337876890139644e-16	X36-X96
X96	X37	2.4967678834659693e-16	X37-X96
X96	X38	2.11322392292883e-16	X38-X96
X96	X39	3.511265972392857e-16	X39-X96
X96	X4	-1.0316224234250826e-17	X4-X96
X96	X42	-5.535496879695105e-17	X42-X96
X96	X43	-1.847541517582279e-16	X43-X96
X96	X44	4.613823962494249e-18	X44-X96
X96	X46	2.2208186839055657e-16	X46-X96
X96	X47	-1.656953424519615e-16	X47-X96
X96	X48	-1.7238920037249166e-16	X48-X96
X96	X49	5.604726168891122e-17	X49-X96
X96	X5	-9.0035414950261508e-18	X5-X96
X96	X50	8.030143343006851e-18	X50-X96
X96	X51	1.4022047086337119e-16	X51-X96
X96	X52	-1.5828264643820027e-16	X52-X96
X96	X53	1.0967280835699598e-17	X53-X96
X96	X55	-4.66339947070001e-16	X55-X96
X96	X56	9.500239837602105e-17	X56-X96
X96	X57	-1.8087018289811743e-16	X57-X96
X96	X58	-6.5573958134188e-17	X58-X96
X96	X59	3.170693935407768e-16	X59-X96
X96	X6	1.413800472240953e-17	X6-X96
X96	X61	-4.7500881226144295e-17	X61-X96
X96	X62	-1.148276994873704e-16	X62-X96
X96	X63	-1.221786603293978e-16	X63-X96
X96	X65	-9.722217229767405e-17	X65-X96
X96	X66	2.47427214555993e-16	X66-X96
X96	X67	-1.3041711566099317e-16	X67-X96
X96	X68	2.2392043927347653e-16	X68-X96
X96	X69	-3.214415714093239e-17	X69-X96
X96	X7	-1.2613759190156817e-16	X7-X96
X96	X70	-1.5665932789719025e-16	X70-X96
X96	X71	-1.0613396881699962e-15	X71-X96
X96	X72	6.318767117030392e-17	X72-X96
X96	X73	-2.2866636500803843e-16	X73-X96
X96	X74	1.7786920396869772e-16	X74-X96
X96	X77	-1.0134166197188848e-17	X77-X96
X96	X78	6.1346743671442475e-18	X78-X96
X96	X79	1.7774279913385054e-16	X79-X96
X96	X8	5.061910766189061e-17	X8-X96
X96	X80	-2.5166559409418683e-16	X80-X96
X96	X82	4.096340534760203e-17	X82-X96
X96	X84	-4.093159493417593e-16	X84-X96
X96	X86	-6.242758548465167e-16	X86-X96
X96	X87	3.146449234385726e-16	X87-X96
X96	X88	-2.8047903661194565e-16	X88-X96
X96	X90	6.480336434006735e-16	X90-X96
X96	X91	-5.488758961064084e-17	X91-X96
X96	X92	-4.902795372211484e-16	X92-X96
X96	X94	3.261467836815969e-16	X94-X96
X96	X96	0.9999999999999979	X96-X96
X97	X1	-1.6008971673247614e-16	X1-X97
X97	X11	8.57262701399064e-18	X11-X97
X97	X16	9.879151501075942e-17	X16-X97
X97	X17	-1.3405322757160206e-16	X17-X97
X97	X2	7.440289792291868e-17	X2-X97
X97	X22	2.1278616645068994e-16	X22-X97
X97	X23	3.9664969342976764e-16	X23-X97
X97	X25	1.814094248784018e-16	X25-X97
X97	X28	2.884118397893966e-16	X28-X97
X97	X34	-4.841231759633766e-18	X34-X97
X97	X35	-2.1217616547907314e-16	X35-X97
X97	X36	-4.086159293637447e-16	X36-X97
X97	X39	-1.923075077107377e-16	X39-X97
X97	X42	7.254559716078539e-17	X42-X97
X97	X43	-1.5219098451194017e-16	X43-X97
X97	X46	1.488914171576035e-16	X46-X97
X97	X47	1.935883601766855e-16	X47-X97
X97	X48	1.9840210982744594e-16	X48-X97
X97	X50	-6.687361478185393e-18	X50-X97
X97	X51	-2.4484203046331904e-16	X51-X97
X97	X52	1.4378209772993327e-16	X52-X97
X97	X53	7.786475851042405e-18	X53-X97
X97	X55	-3.11866569623858e-17	X55-X97
X97	X56	2.328064243499029e-16	X56-X97
X97	X6	2.5265888959611072e-17	X6-X97
X97	X63	-3.7164283692950155e-16	X63-X97
X97	X65	-5.839360216694561e-16	X65-X97
X97	X66	2.495902233848832e-16	X66-X97
X97	X67	2.727689658368933e-16	X67-X97
X97	X68	-2.895816212652516e-16	X68-X97
X97	X69	-4.32503088916259e-17	X69-X97
X97	X7	1.564000150895721e-16	X7-X97
X97	X70	-3.1734936479835466e-16	X70-X97
X97	X71	-4.292223127744312e-16	X71-X97
X97	X72	1.670048190416896e-17	X72-X97
X97	X73	1.4530618322004286e-16	X73-X97
X97	X76	-1.5765712369156417e-16	X76-X97
X97	X77	-1.1990705928034806e-17	X77-X97
X97	X79	1.396188638599589e-16	X79-X97
X97	X8	7.713151123334484e-17	X8-X97
X97	X80	-2.9330340025641153e-16	X80-X97
X97	X81	-7.568466352453777e-17	X81-X97
X97	X83	-1.7156420651738926e-16	X83-X97
X97	X86	-3.977726784918893e-17	X86-X97
X97	X89	1.1176181168896588e-16	X89-X97
X97	X92	-3.691902560561601e-17	X92-X97
X97	X94	2.0499513450455523e-16	X94-X97
X97	X96	-1.526622523596435e-16	X96-X97
X97	X97	1.0000000000000036	X97-X97
X98	X100	3.1329096441981266e-19	X100-X98
X98	X11	-4.4823116336245095e-18	X11-X98
X98	X12	9.941731177815655e-18	X12-X98
X98	X13	-1.6695872933786153e-17	X13-X98
X98	X18	-6.190721281644294e-17	X18-X98
X98	X19	1.145265097528162e-16	X19-X98
X98	X2	-2.157995778607639e-17	X2-X98
X98	X20	7.97326983518403e-17	X20-X98
X98	X22	-3.429599457151174e-17	X22-X98
X98	X23	-1.1414647287893171e-16	X23-X98
X98	X24	4.000847097948244e-18	X24-X98
X98	X26	-5.764599554649499e-18	X26-X98
X98	X27	4.3953617477651626e-17	X27-X98
X98	X28	-5.52820535592147e-17	X28-X98
X98	X3	4.069356558272882e-17	X3-X98
X98	X30	-1.3308908745808474e-16	X30-X98
X98	X32	5.328724039906464e-17	X32-X98
X98	X33	-5.382468939794218e-17	X33-X98
X98	X34	1.1508626689854124e-18	X34-X98
X98	X35	4.1695041942048996e-17	X35-X98
X98	X36	1.4410508259619608e-16	X36-X98
X98	X37	-1.1322702657215259e-16	X37-X98
X98	X38	7.13580319330395e-17	X38-X98
X98	X4	2.7543409296589776e-18	X4-X98
X98	X40	-1.5485154607495092e-17	X40-X98
X98	X41	-2.0035829879339934e-17	X41-X98
X98	X42	-2.9593602732795327e-17	X42-X98
X98	X43	-5.579980261995409e-17	X43-X98
X98	X44	1.7943286174901704e-18	X44-X98
X98	X45	9.080037792097566e-17	X45-X98
X98	X46	-9.27317117583571e-17	X46-X98
X98	X47	8.67229152557406e-17	X47-X98
X98	X48	-9.035055779355886e-17	X48-X98
X98	X5	-2.0890553789057716e-18	X5-X98
X98	X50	-1.6559656538586153e-18	X50-X98
X98	X51	1.356317735448725e-16	X51-X98
X98	X52	2.2031939300546907e-17	X52-X98
X98	X53	-2.3719743085566493e-18	X53-X98
X98	X54	6.77969055081118e-17	X54-X98
X98	X55	1.959662803003857e-17	X55-X98
X98	X56	9.551359489608458e-17	X56-X98
X98	X57	6.138130418594774e-17	X57-X98
X98	X58	8.154412285563735e-18	X58-X98
X98	X59	-3.5502006945439473e-17	X59-X98
X98	X6	1.1948903030316125e-17	X6-X98
X98	X60	-1.7215896827046666e-17	X60-X98
X98	X61	2.91765636324664e-17	X61-X98
X98	X63	-3.2988246146514745e-17	X63-X98
X98	X67	6.823950508569009e-17	X67-X98
X98	X68	6.871765406859995e-17	X68-X98
X98	X69	-1.2263814832430045e-17	X69-X98
X98	X71	-4.994539613954762e-17	X71-X98
X98	X73	1.430144919079167e-16	X73-X98
X98	X76	-3.886808987799338e-17	X76-X98
X98	X77	-4.443470880158318e-18	X77-X98
X98	X79	5.73825011317789e-17	X79-X98
X98	X8	4.4279716419053777e-17	X8-X98
X98	X80	-7.4930866259216e-17	X80-X98
X98	X81	3.10594576385737e-17	X81-X98
X98	X82	1.547706865360827e-17	X82-X98
X98	X83	-8.30342185802426e-17	X83-X98
X98	X84	-4.5831522080219946e-17	X84-X98
X98	X85	-2.352896171722631e-17	X85-X98
X98	X86	2.7094162229672386e-17	X86-X98
X98	X87	-8.284405555243163e-17	X87-X98
X98	X89	-2.9395021954806695e-17	X89-X98
X98	X92	1.9277283675248587e-17	X92-X98
X98	X96	7.357563164741496e-17	X96-X98
X98	X97	5.989100173773097e-17	X97-X98
X98	X98	1.000000000000001	X98-X98
X99	X1	1.1396453550537455e-16	X1-X99
X99	X11	-4.574276918092766e-19	X11-X99
X99	X13	-6.030209863363369e-18	X13-X99
X99	X15	-2.09722252646122e-17	X15-X99
X99	X16	-1.4324408786959935e-17	X16-X99
X99	X2	5.792197112967709e-18	X2-X99
X99	X20	-1.1419881132056133e-17	X20-X99
X99	X22	1.628143887756032e-17	X22-X99
X99	X23	-3.1355674516214535e-17	X23-X99
X99	X24	7.834094768803215e-19	X24-X99
X99	X25	-9.908487465312794e-18	X25-X99
X99	X26	1.1860490072704855e-18	X26-X99
X99	X27	-1.5267029091254952e-17	X27-X99
X99	X29	1.9171264056506364e-17	X29-X99
X99	X32	-1.419454747233234e-17	X32-X99
X99	X36	-2.6090285209828018e-17	X36-X99
X99	X4	-3.776305441632453e-19	X4-X99
X99	X41	6.464437256713444e-18	X41-X99
X99	X42	5.654579600770678e-18	X42-X99
X99	X43	-1.2036033686649782e-17	X43-X99
X99	X44	-5.394053261206663e-19	X44-X99
X99	X45	-2.865357020856112e-17	X45-X99
X99	X46	3.1697442058971565e-17	X46-X99
X99	X47	2.4934181704550456e-17	X47-X99
X99	X48	9.825216002640418e-18	X48-X99
X99	X49	-2.5890486058191616e-18	X49-X99
X99	X50	6.338961857167242e-19	X50-X99
X99	X51	-1.1171196737002712e-16	X51-X99
X99	X53	8.3184371887384525e-19	X53-X99
X99	X54	-1.045307105862832e-17	X54-X99
X99	X55	1.936590118326876e-18	X55-X99
X99	X58	2.877063546115868e-17	X58-X99
X99	X59	1.8450250672676372e-17	X59-X99
X99	X6	-1.787368787848204e-18	X6-X99
X99	X60	3.182206760569647e-18	X60-X99
X99	X61	-4.412542548891191e-18	X61-X99
X99	X62	9.032293015759966e-18	X62-X99
X99	X63	-1.4957636686628022e-17	X63-X99
X99	X65	1.2602319536962959e-17	X65-X99
X99	X67	2.0296616027057604e-17	X67-X99
X99	X68	4.349347096409057e-17	X68-X99
X99	X71	2.3550853805243787e-17	X71-X99
X99	X72	2.0713342991448528e-18	X72-X99
X99	X73	-2.557473843786324e-17	X73-X99
X99	X74	-2.3513180700528455e-17	X74-X99
X99	X75	-1.2028587650676551e-17	X75-X99
X99	X79	2.510718864661309e-17	X79-X99
X99	X8	-8.582406607180026e-18	X8-X99
X99	X80	-9.3345276704606e-18	X80-X99
X99	X82	-2.0568492869540823e-18	X82-X99
X99	X83	-5.756015988655036e-17	X83-X99
X99	X84	1.2567735535798e-17	X84-X99
X99	X86	2.3542929966254616e-18	X86-X99
X99	X87	3.304481595600048e-17	X87-X99
X99	X88	-1.1197180432562912e-17	X88-X99
X99	X9	-1.1705440100637257e-17	X9-X99
X99	X90	-1.0982608508998358e-17	X90-X99
X99	X92	1.9814956229068633e-18	X92-X99
X99	X93	-1.3817358114797853e-17	X93-X99
X99	X96	9.843564349759143e-18	X96-X99
X99	X97	-2.4603979147280435e-17	X97-X99
X99	X98	-1.2467372067515356e-17	X98-X99
X99	X99	0.9999999999999998	X99-X99
